"TARGET_FID","soil_mu","SSURGO_dat","MLRA","LRU","esite","esite_alt","esite_alt2","state_code","dom1","dom2","dom3","dom4","grass_dur","ration","ration_dat","remarks"
"45","ST","NM690","42X","42.2","Bottomland","Loamy","Clayey","421","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"45","ST","NM690","42X","42.2","Loamy","Gyp upland","Bottomland","247","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"104","ST","NM690","42X","42.2","Sandy","Loamy","Bottomland","240","","<Null>","","<Null>","perennial","photo interpretation","",""
"104","ST","NM690","42X","42.2","Bottomland","Loamy","Gyp upland","462","","<Null>","","<Null>","perennial","photo interpretation","",""
"105","BJ","NM690","42X","42.2","Loamy","Sandy","Bottomland","420","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"105","BJ","NM690","42X","42.2","Bottomland","Loamy","<Null>","462","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"105","BJ","NM690","42X","42.2","Loamy","Sandy","Bottomland","420","","<Null>","","<Null>","perennial","existing point inventory data","","Traverse point 310"
"1287","BJ","NM690","42X","42.2","Bottomland","Loamy","","421","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1287","BJ","NM690","42X","42.2","Bottomland","Gyp upland","Loamy","247","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1287","BJ","NM690","42X","42.2","Bottomland","Gyp upland","Loamy","247","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1287","BJ","NM690","42X","42.2","Loamy","Bottomland","Gyp upland","427","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1287","BJ","NM690","42X","42.2","Loamy","Sandy","Bottomland","247","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"859","BJ","NM690","42X","42.2","Sandy","Loamy","","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"859","BJ","NM690","42X","42.2","Sandy","<Null>","","246","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","421","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"25","915","NM690","42X","42.2","Limestone hills","Hills","","536","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Seedbank 285, 286, 287"
"25","915","NM690","42X","42.2","Drainage","Gravelly","Limestone hills","567","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"25","915","NM690","42X","42.2","Gravelly","Limestone hills","","560","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1949","906","NM690","42X","42.2","Gravelly","Limestone hills","Hills","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1949","906","NM690","42X","42.2","Limestone hills","Hills","Gravelly","536","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1949","906","NM690","42X","42.2","Sandy","Gravelly sand","Drainage","640","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2258","47","NM690","42X","42.2","Sandy","Deep sand","Shallow sandy","426","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2258","47","NM690","42X","42.2","Sandy","Deep sand","Shallow sandy","426","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2258","47","NM690","42X","42.2","Sandy","Deep sand","Shallow sandy","426","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2258","47","NM690","42X","42.2","Sandy","Deep sand","Shallow sandy","426","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"55","OR","NM690","42X","42.2","Loamy","Draw","Sandy","267","","<Null>","","<Null>","<Null>","existing point inventory data","","Traverse points"
"55","OR","NM690","42X","42.2","Sandy","Deep sand","","624","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1441","OR","NM690","42X","42.2","Sandy","Deep sand","","624","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1287","BJ","NM690","42X","42.2","Loamy","Sandy","Bottomland","214","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1287","BJ","NM690","42X","42.2","Sandy","Loamy","","420","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"42","BJ","NM690","42X","42.2","Sandy","Loamy","","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1366","BJ","NM690","42X","42.2","Loamy","Sandy","","246","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1366","BJ","NM690","42X","42.2","Loamy","Sandy","<Null>","246","","<Null>","","<Null>","perennial","photo interpretation","","<Null>"
"1366","BJ","NM690","42X","42.2","Loamy","Sandy","","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1366","BJ","NM690","42X","42.2","Sandy","Loamy","","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1366","BJ","NM690","42X","42.2","Playette","Sandy","Bottomland","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"2224","OR","NM690","42X","42.2","Playette","Sandy","Bottomland","426","<Null>","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"42","BJ","NM690","42X","42.2","Loamy","Sandy","","246","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"42","BJ","NM690","42X","42.2","Sandy","Loamy","","642","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"42","BJ","NM690","42X","42.2","Playette","Sandy","Bottomland","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1271","OP","NM690","42X","42.2","Sandy","Loamy","Deep sand","246","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1271","OP","NM690","42X","42.2","Sandy","<Null>","<Null>","624","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1271","OP","NM690","42X","42.2","Sandy","<Null>","<Null>","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1271","OP","NM690","42X","42.2","Sandy","<Null>","<Null>","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1271","OP","NM690","42X","42.2","Sandy","Loamy","<Null>","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"859","BJ","NM690","42X","42.2","Sandy","<Null>","","246","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"859","BJ","NM690","42X","42.2","Loamy","Sandy","Bottomland","241","","<Null>","","<Null>","perennial","existing point inventory data","","Traverse points"
"859","BJ","NM690","42X","42.2","Sandy","Loamy","<Null>","240","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"859","BJ","NM690","42X","42.2","Sandy","Loamy","","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"859","BJ","NM690","42X","42.2","Sandy","Deep sand","","246","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"859","BJ","NM690","42X","42.2","Loamy","Sandy","Bottomland","420","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"859","BJ","NM690","42X","42.2","Sandy","<Null>","","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"859","BJ","NM690","42X","42.2","Loamy","Sandy","Bottomland","420","","<Null>","","<Null>","<Null>","photo interpretation","","Traverse points"
"859","BJ","NM690","42X","42.2","Sandy","<Null>","","246","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"859","BJ","NM690","42X","42.2","Sandy","<Null>","","426","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"859","BJ","NM690","42X","42.2","Sandy","Loamy","","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"859","BJ","NM690","42X","42.2","Sandy","<Null>","","462","","<Null>","","<Null>","<Null>","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","421","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","or 241"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","421","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","241","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","quadrat L1"
"1558","DR","NM690","42X","42.2","Loamy","Draw","Sandy","427","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Loamy","Sandy","Draw","241","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","421","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Playette","Sandy","Loamy","426","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Loamy","Playette","Sandy","421","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","214","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Quadrat I1"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","241","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Loamy","Sandy","<Null>","421","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","or 241"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","240","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","214","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Loamy","Sandy","<Null>","241","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Loamy","Draw","Sandy","427","<Null>","<Null>","<Null>","<Null>","<Null>","<Null>","","<Null>"
"1558","DR","NM690","42X","42.2","Loamy","Bottomland","Sandy","420","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","Traverse points"
"1558","DR","NM690","42X","42.2","Loamy","Sandy","<Null>","214","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Loamy","Sandy","<Null>","247","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","214","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","241","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","214","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","124","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Loamy","Sandy","Draw","214","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","Traverse points"
"1558","DR","NM690","42X","42.2","Loamy","Sandy","<Null>","241","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","241","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","214","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","124","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1653","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","420","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1653","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","241","<Null>","<Null>","<Null>","<Null>","perennial","existing point inventory data","","Traverse, Quadrat R1"
"1558","DR","NM690","42X","42.2","Loamy","Sandy","<Null>","217","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","241","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1558","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","241","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1826","DR","NM690","42X","42.2","Loamy","Sandy","Draw","427","SPORO - dropseed","FLCE - tarbush","PLMU3 - tobosagrass","PRGL2 - honey mesquite","perennial","existing point inventory data","","MODISRUE 47"
"1826","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","214","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1826","DR","NM690","42X","42.2","Sandy","<Null>","<Null>","426","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1826","DR","NM690","42X","42.2","Loamy","Sandy","Draw","426","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1826","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","241","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1826","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","240","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","","<Null>"
"1826","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","421","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1826","DR","NM690","42X","42.2","Sandy","<Null>","<Null>","624","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","","Quadrat L2"
"1826","DR","NM690","42X","42.2","Loamy","Draw","Sandy","427","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1877","DR","NM690","42X","42.2","Sandy","Bottomland","Draw","462","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1238","DR","NM690","42X","42.2","Sandy","Loamy","<Null>","426","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","","Traverse points"
"1871","DR","NM690","42X","42.2","Loamy","Draw","Sandy","147","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1789","DR","NM690","42X","42.2","Loamy","Sandy","Draw","467","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1780","DR","NM690","42X","42.2","Loamy","Sandy","<Null>","462","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","","<Null>"
"1918","915","NM690","42X","42.2","Drainage","<Null>","","537","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1936","64","NM690","42X","42.2","Draw","Gravelly","Loamy","467","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","<Null>","<Null>"
"1936","64","NM690","42X","42.2","Limestone hills","Hills","Gravelly","562","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","<Null>","<Null>"
"1936","64","NM690","42X","42.2","Gravelly","Loamy","Gravelly loam","562","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1936","64","NM690","42X","42.2","Gravelly","Loamy","Hills","562","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1936","64","NM690","42X","42.2","Gravelly","Loamy","","560","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","<Null>","<Null>"
"1936","64","NM690","42X","42.2","Gravelly","Loamy","Gravelly loam","652","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2724","64","NM690","42X","42.2","Gravelly","Loamy","Gravelly loam","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2724","64","NM690","42X","42.2","Draw","Drainage","Loamy","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2724","64","NM690","42X","42.2","Loamy","Gravelly","Draw","640","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2724","64","NM690","42X","42.2","Loamy","Gravelly","Draw","640","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2724","64","NM690","42X","42.2","Loamy","Gravelly","Draw","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Gravelly","Limestone hills","Hills","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Drainage","Loamy","Gravelly","657","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Gravelly","Loamy","Gravelly loam","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Gravelly","Gravelly loam","Loamy","650","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","Trac photos"
"2656","64","NM690","42X","42.2","Drainage","Draw","Loamy","567","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Drainage","Gravelly","","657","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Gravelly","Gravelly loam","Loamy","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Limestone hills","Hills","Gravelly","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Drainage","Draw","Gravelly","567","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Gravelly","Gravelly loam","<Null>","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Gravelly","Gravelly loam","Loamy","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Gravelly","Gravelly loam","Loamy","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Gravelly","Gravelly loam","Loamy","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Gravelly","Gravelly loam","Loamy","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Gravelly","Gravelly loam","Loamy","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Draw","Loamy","Drainage","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Gravelly","Gravelly loam","","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2656","64","NM690","42X","42.2","Gravelly","Loamy","Gravelly loam","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1966","915","NM690","42X","42.2","Bottomland","Draw","","127","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","<Null>","<Null>"
"1966","915","NM690","42X","42.2","Drainage","Draw","","537","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1966","915","NM690","42X","42.2","Draw","Drainage","Gravelly","467","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1966","915","NM690","42X","42.2","Gravelly","Loamy","Limestone hills","560","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1935","64","NM690","42X","42.2","Gravelly","Gravelly loam","Loamy","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1927","625","NM690","42X","42.2","Loamy","Gravelly","Sandy","640","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","<Null>","<Null>"
"1927","625","NM690","42X","42.2","Draw","Drainage","Loamy","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1927","625","NM690","42X","42.2","Draw","Loamy","Gravelly","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1927","625","NM690","42X","42.2","Loamy","Draw","Gravelly","674","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1927","625","NM690","42X","42.2","Draw","Drainage","Loamy","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1927","625","NM690","42X","42.2","Loamy","Gravelly","Draw","640","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1927","625","NM690","42X","42.2","Loamy","Gravelly loam","Draw","640","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1927","625","NM690","42X","42.2","Gravelly","Loamy","Sandy","650","<Null>","<Null>","<Null>","<Null>","<Null>","existing point inventory data","<Null>","<Null>"
"1927","625","NM690","42X","42.2","Gravelly","Loamy","","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1927","625","NM690","42X","42.2","Drainage","Draw","Loamy","657","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1927","625","NM690","42X","42.2","Loamy","Draw","Drainage","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1939","625","NM690","42X","42.2","Gravelly","Gravelly loam","Loamy","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1939","625","NM690","42X","42.2","Draw","Drainage","Loamy","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1939","625","NM690","42X","42.2","Draw","Loamy","Gravelly","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1939","625","NM690","42X","42.2","Gravelly","Loamy","Gravelly loam","652","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","Lagomorph Parker Exclosure/shrub removal"
"1994","386","NM690","42X","42.2","Loamy","Gravelly","Sandy","640","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1994","386","NM690","42X","42.2","Draw","Bottomland","Loamy","427","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1939","625","NM690","42X","42.2","Loamy","Gravelly","Draw","460","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1939","625","NM690","42X","42.2","Draw","Drainage","Loamy","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1939","625","NM690","42X","42.2","Loamy","Gravelly","Sandy","640","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1939","625","NM690","42X","42.2","Draw","Bottomland","Loamy","674","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1939","625","NM690","42X","42.2","Draw","Loamy","Gravelly","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1939","625","NM690","42X","42.2","Draw","Loamy","Gravelly","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2660","2030","NM690","42X","42.2","Gravelly","Loamy","","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2690","2030","NM690","42X","42.2","Sandy","Bottomland","Loamy","642","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1938","64","NM690","42X","42.2","Gravelly","Loamy","Gravelly loam","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1938","64","NM690","42X","42.2","Gravelly","Loamy","<Null>","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1938","64","NM690","42X","42.2","Loamy","Gravelly","Sandy","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1938","64","NM690","42X","42.2","Loamy","Gravelly","Hills","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1938","64","NM690","42X","42.2","Gravelly","Loamy","Gravelly loam","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1938","64","NM690","42X","42.2","Gravelly","Loamy","Gravelly loam","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1938","64","NM690","42X","42.2","Gravelly","Loamy","Sandy","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1938","64","NM690","42X","42.2","Draw","Loamy","Gravelly","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1974","915","NM690","42X","42.2","Drainage","Draw","","537","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1974","915","NM690","42X","42.2","Draw","Loamy","Gravelly","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1974","915","NM690","42X","42.2","Gravelly","Loamy","Hills","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1974","915","NM690","42X","42.2","Draw","Loamy","Gravelly","647","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1954","383","NM690","42X","42.2","Drainage","Draw","Loamy","567","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1954","383","NM690","42X","42.2","Gravelly","Loamy","","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1976","915","NM690","42X","42.2","Limestone hills","Hills","Gravelly","562","<Null>","<Null>","<Null>","<Null>","perennial","photo interpretation","<Null>","<Null>"
"1976","915","NM690","42X","42.2","Gravelly","<Null>","","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"2794","915","NM690","42X","42.2","Gravelly","Limestone hills","","560","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1975","383","NM690","42X","42.2","Gravelly","<Null>","","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1975","383","NM690","42X","42.2","Limestone hills","Hills","","652","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1975","383","NM690","42X","42.2","Drainage","<Null>","","567","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1943","918","NM690","42X","42.2","Gravelly","Draw","","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1942","918","NM690","42X","42.2","Gravelly","Loamy","Hills","650","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1942","918","NM690","42X","42.2","Limestone hills","Hills","","536","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1942","918","NM690","42X","42.2","Limestone hills","Hills","","563","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
"1942","918","NM690","42X","42.2","Drainage","Draw","","567","<Null>","<Null>","<Null>","<Null>","<Null>","photo interpretation","<Null>","<Null>"
